,,,RA +RA -RA,CLR or OVC,Diverse,0 or 5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFDW 270055Z AUTO 11003KT 10SM SCT055 10/06 A3021 RMK AO1,37.17,-101.37,,CLR,170,10,0,KHQG,,30.109253,8.8,10,16,VFR,Kansas,,11,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,176
KLUM 270055Z AUTO 14005KT 10SM BKN042 03/M03 A3024 RMK AO2 T00271030,38.78,-97.65,,CLR,170,10,0,KSLN,,30.188976,6.7,10,14.4,VFR,Kansas,,11,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,273
KLDJ 270055Z AUTO 01009KT 10SM CLR 06/M18 A3034 RMK AO2 T00631179,39.83,-100.53,,CLR,190,10,0,KOIN,,30.109253,6.5,10,14.8,VFR,Kansas,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,7
KDCM 270055Z AUTO 01003KT 10SM CLR 08/06 A3023 RMK AO2,37.58,-101.73,,CLR,150,15,0,KJHN,,30.070866,8.1,10,16.2,VFR,Kansas,,14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,200
KCKI 270055Z AUTO 00000KT 10SM SCT048 10/06 A3022 RMK AO2,37.6,-101.37,,CLR,160,15,0,KULS,,30.079725,9,10,16,VFR,Kansas,,13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,21
K2V5 270055Z AUTO 15010KT 10SM CLR 17/05 A3002 RMK AO2,39.55,-97.65,,CLR,180,15,0,KCNK,,30.15059,6.7,10,15.6,VFR,Kansas,,13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1118
K2J9 270055Z AUTO VRB06G14KT 10SM BKN055 BKN075 17/09 A3007 RMK AO2,37.92,-100.72,,CLR,190,15,20,KGCK,,30.100393,7.2,10,15,VFR,Kansas,22,14,TRUE,TRUE,,,,,,,,,BKN,7500,,,,,,,,,,,,,,,,,SPECI,69
KAPY 270055Z AUTO 10010G16KT 10SM SCT050 OVC070 22/16 A3019 RMK AO2 T02210167,37.22,-87.15,,CLR,0,0,0,KM21,,30.33071,-5.1,10,7.3,VFR,Kentucky,,0,TRUE,TRUE,,,,,,,,,OVC,7000,,,,,,,,,,,,,,,,,METAR,129
KANJ 270055Z AUTO 21005KT 10SM CLR 01/M08 A3032 RMK AO2 SLP277 T00061078,37.63,-84.33,,CLR,0,0,0,KRGA,,30.31004,-7,10,6,VFR,Kentucky,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,218
KAJR 270055Z AUTO 08006KT 10SM RA SCT030 SCT036 OVC055 10/08 A3018 RMK AO2 T01030083,37.82,-85.5,,CLR,10,5,0,KBRY,,30.33071,-7,10,5,VFR,Kentucky,,4,TRUE,TRUE,,,,,,,,,SCT,3600,OVC,5500,,,,,,,,,,,,,,,METAR,441
KAIT 270055Z AUTO 17004KT 10SM SCT036 OVC050 04/M02 A3013 RMK AO2,36.77,-88.58,,CLR,10,5,0,KM25,,30.351377,-6,10,7,VFR,Kentucky,,4,TRUE,TRUE,,,,,,,,,OVC,5000,,,,,,,,,,,,,,,,,METAR,367
KADM 270055Z 12004KT 10SM CLR 18/05 A3026,36.97,-86.42,,CLR,10,5,0,KBWG,,30.318897,-8.9,10,8.9,VFR,Kentucky,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,232
KADC 270055Z AUTO 15003KT 10SM OVC019 03/01 A3010 RMK AO2,37.95,-86.87,,CLR,10,5,0,KKY8,,30.351377,-3,10,5,VFR,Kentucky,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,418
KAAT 270055Z AUTO 22009G14KT 10SM BKN049 OVC060 09/01 A2992 RMK AO2 SLP129 T00890011,37.07,-88.77,,CLR,10,5,0,KPAH,,30.351377,-5,10,6.7,VFR,Kentucky,,7,TRUE,TRUE,,,,,,,,,OVC,6000,,,,,,,,,,,,,,,,,METAR,1331
KAAS 270055Z AUTO 05006KT 10SM CLR 07/M09 A3036 RMK AO1,37.03,-85.95,,CLR,20,5,0,KGLW,,30.31004,-7.6,10,7,VFR,Kentucky,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,281
K8W2 270055Z AUTO 03005KT 10SM CLR 04/M11 A3031 RMK AO1 T00401106,36.8,-84.2,,CLR,20,5,0,KBYL,,30.268702,-8,10,8,VFR,Kentucky,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,297
K82V 270055Z AUTO 14005KT 10SM CLR 13/M02 A3003 RMK AO2,38.03,-84.6,,CLR,20,5,0,KLEX,,30.33071,-6.1,10,4.4,VFR,Kentucky,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1570
K7W4 270055Z AUTO 31003KT 10SM CLR 03/M10 A3033 RMK AO1 T00321105,37.6,-83.32,,CLR,30,5,0,KJKL,,30.28937,-10,10,6.1,VFR,Kentucky,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,106
K6B0 270055Z AUTO 34005KT 10SM CLR M02/M15 A3035 RMK AO2 T10241153,38.18,-84.9,,CLR,40,5,0,KFFT,,30.33071,-7.8,10,6.7,VFR,Kentucky,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,149
K6A2 270055Z AUTO 05003KT 10SM SCT045 BKN085 OVC120 12/09 A3014 RMK AO2,38.22,-83.58,,CLR,50,5,0,KSYM,,30.33071,-13,10,6,VFR,Kentucky,,3,TRUE,TRUE,,,,,,,,,BKN,8500,OVC,12000,,,,,,,,,,,,,,,METAR,292
K5R8 270055Z AUTO 34003KT 10SM CLR 17/09 A3025 RMK AO2 T01710089,37.35,-85.32,,CLR,50,5,0,KAAS,,30.360237,-9,10,7,VFR,Kentucky,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,24
K4V0 270055Z AUTO 00000KT 10SM CLR 13/00 A3003 RMK AO2 T01311005,37.33,-88.12,,CLR,360,5,0,K5M9,,30.351377,-5.9,10,6.4,VFR,Kentucky,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1608
K3R7 270055Z AUTO 03005KT 10SM CLR 18/09 A3023 RMK AO2 T01750087,32.52,-92.58,,CLR,0,0,0,KRSN,,30.318897,2.9,10,15.2,VFR,Louisiana,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,7
KIKW 270055Z AUTO 00000KT 10SM CLR 03/M08 A3039 RMK AO2 T00321085,32.65,-93.3,,CLR,0,0,0,KMNE,,30.28937,5.5,10,16.3,VFR,Louisiana,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,194
KIGQ 270055Z AUTO 05003KT 10SM CLR 03/M09 A3041 RMK AO2 T00251091,31,-92.92,,CLR,0,0,0,KBKB,,30.230314,6.7,10,14.4,VFR,Louisiana,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,188
KHYX 270055Z AUTO 13003KT 10SM CLR 01/M07 A3040 RMK AO2,31.4,-92.28,,CLR,0,0,0,KESF,,30.259842,5,10,14.4,VFR,Louisiana,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,183
KAST 270055Z AUTO 30009KT 10SM CLR 12/03 A2997 RMK AO2 SLP148 T01220033,29.82,-90.02,,CLR,10,5,0,KNBG,,30.188976,8.3,10,17.8,VFR,Louisiana,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,3
KASN 270055Z AUTO 00000KT 10SM CLR 12/08 A3018 RMK AO2 T01160076,31.33,-92.57,,CLR,20,5,0,KAEX,,30.239174,4.4,10,16.1,VFR,Louisiana,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,162
KARM 270055Z AUTO 02003KT 10SM CLR 21/08 A3022 RMK AO2 T02070081,30.25,-92.67,,CLR,30,5,0,K3R7,,30.230314,8.7,10,17.5,VFR,Louisiana,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,31
KIMS 270055Z AUTO 00000KT 10SM CLR 05/M04 A3037 RMK AO1,32.52,-92.03,,CLR,40,5,0,KMLU,,30.28937,5,10,13.9,VFR,Louisiana,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,250
KSTF 270055Z AUTO 34004KT 10SM BKN060 13/02 A3025 RMK AO2 PWINO,30.43,-93.47,,CLR,340,5,0,K5R8,,30.250984,8.9,10,17.1,VFR,Louisiana,,3,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,102
KMHL 270055Z AUTO 11004KT 10SM CLR 11/01 A3032 RMK AO2,32.55,-93.75,,CLR,350,5,0,KDTN,,30.280512,6.1,10,17.2,VFR,Louisiana,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,237
KLKR 270055Z AUTO 03003KT 10SM OVC055 10/08 A3022 RMK AO2,29.45,-90.27,,CLR,360,5,0,KGAO,,30.180119,8,10,16.7,VFR,Louisiana,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,149
KLBO 270055Z AUTO 09003KT 10SM CLR 11/00 A3032 RMK AO2,29.57,-91.53,,,360,5,0,KP92,,30.200787,,,,,Louisiana,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,403
KJSO 270055Z AUTO 06003KT 10SM CLR 16/08 A3028 RMK AO2 T01630081,30.08,-90.58,,CLR,20,5,15,KAPS,,30.221457,4.1,10,17.9,VFR,Louisiana,14,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,206
KBRY 270055Z AUTO 01004KT 10SM CLR 05/M07 A3033 RMK AO1,30.53,-91.15,,CLR,10,10,0,KBTR,,30.230314,2.8,10,16.7,VFR,Louisiana,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,204
KY51 270055Z AUTO 20005KT 10SM CLR 05/M07 A3029 RMK AO1 T00451069,30.03,-91.88,,CLR,10,10,0,KARA,,30.230314,6.7,10,16.1,VFR,Louisiana,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,394
KMCX 270055Z AUTO 00000KT 10SM CLR 04/M11 A3037 RMK AO2 T00421113,30.35,-89.82,,CLR,350,10,0,KASD,,30.200787,6.1,10,17.2,VFR,Louisiana,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,206
KGAF 270055Z AUTO 17015KT 7SM OVC008 01/01 A3000 RMK AO2 PWINO,30,-90.25,,CLR,350,10,0,KMSY,,30.200787,7.8,10,18.3,VFR,Louisiana,,8,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,252
KEKX 270055Z AUTO 02005KT 10SM CLR 05/M09 A3033 RMK AO2 T00531091,43.97,-69.72,,CLR,0,5,0,KIWI,,30.318897,-16.7,10,0,VFR,Maine,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,
KIPJ 270055Z AUTO 00000KT 10SM CLR 08/02 A3024 RMK AO2 T00810020,46.87,-68.02,,CLR,290,5,0,KCAR,,30.200787,-17.2,10,-6.1,VFR,Maine,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,267
KRCX 270055Z AUTO 00000KT 10SM CLR 04/M05 A3026 RMK AO2 T00441047,47.28,-68.3,,CLR,300,5,0,KFVE,,30.180119,-17.8,10,-6.1,VFR,Maine,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,377
KMNI 270055Z AUTO 03004KT 10SM OVC043 11/06 A3021 RMK AO2,46.12,-67.8,,CLR,300,5,0,KHUL,,30.230314,-17.2,10,-4.4,VFR,Maine,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,32
KMAW 270055Z AUTO 03006KT 10SM CLR 10/M02 A3035 RMK AO2,45.65,-68.7,,CLR,300,5,0,KMLT,,30.280512,-16.1,10,-4.4,VFR,Maine,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,90
KPLD 270055Z AUTO 00000KT 10SM CLR 04/M06 A3038 RMK AO2,44.32,-69.8,,CLR,320,10,0,KAUG,,30.31004,-16.1,10,-1.7,VFR,Maine,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,282
KCNW 270055Z 07008KT 10SM SKC 18/09 A3025,43.98,-70.95,,CLR,360,10,0,KIZG,,30.31004,-16.1,10,-1.7,VFR,Maine,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,156
KMYJ 270055Z AUTO 00000KT 10SM CLR 08/M01 A3034 RMK AO2,44.8,-68.82,,CLR,320,15,20,KBGR,,30.301182,-15.6,10,-2.2,VFR,Maine,19,13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,251
KEGV 270055Z AUTO 21005KT 10SM CLR 04/M10 A3022 RMK AO2 T00351105,38.33,-75.5,,CLR,0,0,0,KSBY,,30.339567,-3.3,10,2.2,VFR,Maryland,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,500
KIRK 270055Z AUTO 12005KT 10SM CLR 09/M02 A3031 RMK AO2 SLP274 T00891022,39.28,-76.62,,,,0,0,KDMH,,30.351377,-11.1,,7.8,,Maryland,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,293
KINL 270055Z AUTO VRB04KT 10SM OVC035 04/M03 A3007 RMK AO2 SLP204 T00441033,38.15,-76.43,,CLR,40,5,0,KNUI,,30.339567,-6.7,10,6.1,VFR,Maryland,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,360
KL18 270055Z AUTO 21005KT 10SM CLR 17/11 A2997 RMK AO2,38.32,-75.12,,CLR,50,5,0,KOXB,,30.339567,-3.9,10,3.9,VFR,Maryland,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,216
KJYL 270055Z AUTO 11006KT 10SM OVC110 13/09 A3017 RMK AO2 T01280090,39.17,-76.68,,CLR,320,5,0,KBWI,,30.351377,-11.1,10,6.1,VFR,Maryland,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,57
KLNA 270055Z AUTO 09003KT 10SM CLR 23/18 A2997 RMK AO2 LTG DSNT SE T02260177,41.68,-70.95,,CLR,0,0,0,KEWB,,30.31004,-8.3,10,-0.6,VFR,Massachusetts,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,11
KLLJ 270055Z AUTO 00000KT 10SM BKN070 BKN085 12/M04 A2992 RMK AO2 SLP122 T01171044,42.17,-72.72,,CLR,0,0,0,KBAF,,30.318897,-15,10,0,VFR,Massachusetts,,0,TRUE,TRUE,,,,,,,,,BKN,8500,,,,,,,,,,,,,,,,,METAR,1536
KLJF 270055Z AUTO 15006KT 10SM OVC027 07/04 A3015 RMK AO2,41.63,-70.52,,CLR,20,5,0,KFMH,,30.301182,-9,10,-1,VFR,Massachusetts,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,348
KLIC 270055Z AUTO 09009KT 10SM CLR 12/02 A3004 RMK AO2 SLP146 T01220017,42.58,-70.92,,CLR,330,5,0,KBVY,,30.31004,-15.6,10,1.7,VFR,Massachusetts,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1630
KLHM 270055Z AUTO 19007KT 10SM SCT120 17/08 A2994 RMK AO1,42.27,-71.87,,CLR,340,5,0,KORH,,30.28937,-17.8,10,0,VFR,Massachusetts,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,37
KLHB 270055Z AUTO 00000KT 10SM CLR 20/11 A3025 RMK AO2 T01950113,42.72,-71.13,,CLR,350,5,0,KLWM,,30.339567,-17.2,10,1.1,VFR,Massachusetts,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,87
KHZL 270055Z AUTO 36005KT 10SM CLR 00/M18 A3034 RMK AO2,41.25,-70.07,,CLR,20,10,0,KACK,,30.28937,-9.4,10,-0.6,VFR,Massachusetts,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,489
KAIB 270055Z AUTO 18004KT 10SM CLR 17/M06 A3011 RMK AO2,42.43,-73.28,,CLR,290,10,0,KPSF,,30.280512,-14.4,10,-0.6,VFR,Massachusetts,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1811
KLUD 270055Z AUTO 08004KT 7SM CLR 16/06 A3026 RMK AO2 T01630061,42.37,-71.02,,CLR,320,10,0,KBOS,,30.33071,-16.7,10,3.9,VFR,Massachusetts,,12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,319
KCZL 270055Z AUTO 01003KT 10SM SCT065 12/05 A3020 RMK AO2,43.17,-86.23,,BKN,0,0,0,KMKG,20000,30.398623,-9.4,10,0.6,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,195
KCWC 270055Z AUTO 14004KT 10SM CLR 18/07 A3026 RMK AO2 T01800065,44.27,-85.42,,CLR,0,0,0,KCAD,,30.33071,-11.3,10,2.3,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,305
KCQM 270055Z AUTO 20008KT 10SM OVC046 04/M05 A3011 RMK AO2,43.47,-83.45,,CLR,0,0,0,KCFS,,30.398623,-9.8,10,-1.2,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,404
KCPK 270055Z AUTO 05008KT 7SM CLR 05/M01 A3032 RMK AO2 T00491011,43.07,-83.27,,CLR,0,0,0,KD95,,30.398623,-4.6,10,0.8,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,6
KCNK 270055Z AUTO 18013KT 10SM CLR 16/07 A3015 RMK AO2 SLP210 T01560067,46,-83.75,,CLR,0,0,0,KDRM,,30.339567,-10,10,-1.4,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,447
KCMD 270055Z AUTO 00000KT 10SM CLR 10/M02 A3024 RMK AO2 T01021017,41.73,-83.65,,CLR,0,0,0,KDUH,,30.410433,-7.7,10,1.4,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,294
KCMA 270055Z 26008KT 10SM CLR 18/11 A2996 RMK AO2 SLP155 T01830106,43.43,-86,,CLR,0,0,0,KFFX,,30.380905,-13.7,10,2.4,VFR,Michigan,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,23
KCKN 270055Z AUTO 18014KT 10SM OVC013 02/01 A3003 RMK AO2,43.32,-84.68,,CLR,0,0,0,KAMN,,30.389763,-7.4,10,3.2,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,273
KCKC 270055Z AUTO 20006KT 10SM 01/M10 A3013 RMK AO2,44.63,-86.2,,CLR,0,0,0,KFKS,,30.351377,-10.9,10,2.1,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,548
KCDH 270055Z AUTO 00000KT 6SM RA CLR 14/03 A3029 RMK AO2,44.98,-85.2,,CLR,0,0,0,KACB,,30.360237,-8.8,10,-0.1,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,35
KCAO 270055Z AUTO 19017KT 10SM CLR 17/04 A3012 RMK AO2 SLP173 T01670044,41.97,-85.6,,CLR,0,0,0,KHAI,,30.380905,-11.9,10,3.5,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1514
KBYY 270055Z AUTO 00000KT 10SM CLR 18/13 A3021 RMK AO2 T01860140,41.8,-85.43,,CLR,0,0,0,KIRS,,30.369095,-12.9,10,4,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,14
KBQK 270055Z AUTO 04016G20KT 10SM OVC014 15/11 A3011 RMK AO2,42.92,-82.52,,CLR,0,0,0,KPHN,,30.41929,-9,10,0,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,8
KBBB 270055Z AUTO 17007KT 10SM BKN029 06/04 A3011 RMK AO2,43,-84.13,,CLR,0,0,0,KRNP,,30.398623,-9.1,10,1.1,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,317
KBAM 270055Z AUTO 29005KT 10SM CLR 17/M06 A2989 RMK AO1,42.23,-84.95,,CLR,0,0,0,KRMY,,30.380905,-11.5,10,2.2,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,
KAZC 270055Z AUTO 30005KT 10SM CLR 19/M06 A3006 RMK AO2,45.65,-84.52,,CLR,0,0,0,KSLH,,30.33071,-8.3,10,-2,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1486
KAXH 270055Z AUTO 07004KT 10SM CLR 20/09 A3022 RMK AO2 T01950094,43.72,-85.5,,CLR,0,0,0,KRQB,,30.360237,-11.4,10,3.3,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,21
KRRL 270055Z AUTO 23003KT 10SM CLR 04/M05 A3026 RMK AO2 T00371050 TSNO,43.67,-84.27,,CLR,0,0,0,KIKW,,30.389763,-8.5,10,3.2,VFR,Michigan,,0,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,SPECI,401
KGPH 270055Z AUTO 12003KT 10SM CLR 13/03 A3028 RMK AO2,42.62,-83.97,,CLR,0,0,0,KOZW,,30.389763,-11,10,2.7,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,235
KHMZ 270055Z AUTO 00000KT 10SM CLR 00/M08 A3031 RMK AO2 T00041077,44.45,-83.4,,CLR,0,0,0,KOSC,,30.389763,-5.2,10,-0.7,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,354
KISQ 270055Z AUTO 20007KT 10SM CLR 00/M06 A3030 RMK AO2 T00031056,41.92,-85.03,,CLR,0,0,0,KOEB,,30.380905,-11.3,10,2.5,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,209
KLUX 270055Z AUTO 08003KT 10SM OVC055 11/06 A3021 RMK AO2,45.43,-84.92,,CLR,0,0,0,KMGN,,30.339567,-11.7,10,-0.6,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,213
KC62 270055Z AUTO 00000KT 10SM CLR 02/M13 A3037 RMK AO2 T00281139,42.35,-86.25,,CLR,0,0,0,KLWA,,30.398623,-8.5,10,0.7,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,306
KX07 270055Z AUTO 32007KT 10SM CLR 21/15 A3003 RMK A01,43.97,-86.4,,CLR,0,0,0,KLDM,,30.369095,-13,10,1.8,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,39
KSXU 270055Z AUTO 16011KT 10SM CLR 19/02 A3014 RMK AO2 T01900024,42.57,-84.42,,CLR,0,0,0,KTEW,,30.389763,-8.5,10,2.6,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1460
KSEM 270055Z AUTO 00000KT 10SM 12/08 A3017 RMK AO2,45.57,-84.8,,CLR,0,0,0,KPLN,,30.339567,-8.9,10,-2.2,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,51
KS33 270055Z AUTO 34006KT 10SM CLR 11/M01 A2995 RMK AO2,42.23,-85.55,,CLR,0,0,0,KAZO,,30.380905,-13.9,10,5,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,743
KRID 270055Z AUTO 02004KT 10SM CLR 02/M05 A3037 RMK AO2,42.75,-86.1,,CLR,0,0,0,KBIV,,30.398623,-11.1,10,1.7,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,348
KEOE 270055Z AUTO 07003KT 10SM CLR 10/07 A3024 RMK AO2,42.32,-85.23,,CLR,0,0,0,KBTL,,30.380905,-13.9,10,5,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,174
KDYA 270055Z AUTO 30004KT 10SM CLR 14/05 A3019 RMK AO2 T01400050,42.13,-86.42,,CLR,0,0,0,KBEH,,30.398623,-6.7,10,0.6,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,34
KAID 270055Z AUTO 00000KT 10SM CLR 04/M06 A3038 RMK AO2 T00441057,42.78,-84.58,,CLR,0,0,0,KLAN,,30.398623,-8.3,10,2.2,VFR,Michigan,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,280
FJDG 270055Z 00000KT 9999 FEW022 FEW250 28/25 A2988 RMK SLP115 T02790253,42.57,-84.82,,CLR,10,5,0,KFPK,,30.380905,-8.8,10,2.8,VFR,Michigan,,3,,,,,,,,,,,FEW,25000,,,,,,,,,,,,,,,,,METAR,3
EHVK 270055Z AUTO VRB02KT 9000 BR BKN052 OVC370 06/05 Q1032 BLU,47.17,-88.48,,CLR,70,5,0,KCMX,,30.180119,-10,10,-0.6,VFR,Michigan,,4,TRUE,,,,,,,,,,OVC,37000,,,,,,,,,,,,,,,,,METAR,21
KOZW 270055Z AUTO 00000KT 10SM CLR 03/M11 A3039 RMK AO2 T00271110,42.22,-83.73,,CLR,120,5,0,KARB,,30.398623,-7.2,10,1.1,VFR,Michigan,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,293
KOSC 270055Z AUTO 00000KT 10SM CLR M01/M05 A3039 RMK AO2 T10071052,42.93,-85.07,,CLR,120,5,0,KY70,,30.380905,-8.7,10,2.4,VFR,Michigan,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,193
KONZ 270055Z AUTO 17006KT 10SM CLR 00/M06 A3041 RMK AO2 T00041059,43.43,-83.87,,CLR,130,5,0,KHYX,,30.398623,-7,10,1,VFR,Michigan,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,180
KOEB 270055Z AUTO 00000KT 10SM CLR 03/M11 A3038 RMK AO2 T00251113,45.07,-83.57,,CLR,130,5,0,KAPN,,30.369095,-5.6,10,-0.6,VFR,Michigan,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,292
